Name,Team,W,L,ERA,GS,G,SV,IP,H,ER,HR,SO,BB,WHIP,K/9,BB/9,FIP,WAR,RA9-WAR,ADP,playerid
Jose Veras,,0,0,4.79,0,1,0,1,1,1,0,1,0,1.47,8.11,4.39,4.88,0,0,999,2063
Kanekoa Texeira,Braves,0,0,4.87,0,0,0,1,1,1,0,1,0,1.52,6.55,3.94,4.88,0,0,999,334
J.J. Hoover,Brewers,2,2,4.86,0,35,0,35,34,19,6,36,17,1.46,9.21,4.46,4.88,-0.1,-0.1,999,9037
Brandon Brennan,White Sox,0,0,4.67,0,1,0,1,1,1,0,1,0,1.53,6.98,4.42,4.89,0,0,999,sa550121
Brad Markey,Cubs,0,0,4.77,0,1,0,1,1,1,0,1,0,1.38,6.93,2.97,4.89,0,0,999,sa659004
Will Locante,Padres,0,0,4.55,0,1,0,1,1,1,0,1,1,1.57,8.35,5.64,4.89,0,0,999,sa577888
Tim Shibuya,,0,0,4.86,0,0,0,1,1,1,0,1,0,1.42,5.31,2.52,4.89,0,0,999,sa580380
Mason McCullough,Diamondbacks,0,0,4.69,0,1,0,1,1,1,0,1,1,1.6,9.65,6.39,4.89,0,0,999,sa827446
Jacob Brigham,Tigers,0,0,4.9,0,1,0,1,1,1,0,1,0,1.44,6.49,3.14,4.89,0,0,999,2851
Tom Eshelman,Phillies,0,0,4.84,0,0,0,1,1,1,0,1,0,1.33,6.91,2.31,4.89,0,0,707.8,sa874778
Rob Wort,,0,0,4.82,0,1,0,1,1,1,0,1,0,1.47,8.14,4.31,4.89,0,0,999,sa502647
Odrisamer Despaigne,Marlins,5,8,4.86,19,19,0,110,120,59,15,73,44,1.49,5.94,3.57,4.89,0.6,0.4,678.4,16017
Preston Claiborne,Indians,0,0,4.71,0,1,0,1,1,1,0,1,0,1.41,7.95,3.84,4.89,0,0,999,10500
Bobby Korecky,,0,0,4.81,0,1,0,1,1,1,0,1,0,1.46,6.54,3.51,4.89,0,0,999,4608
Javier Lopez,,0,0,4.65,0,1,0,1,1,1,0,1,0,1.58,5.93,4.39,4.89,0,0,999,1663
Jesus Castillo,Angels,1,1,4.7,2,2,0,9,10,5,1,6,3,1.4,6.31,3.1,4.89,0.1,0.1,999,sa657701
Madison Boer,,0,0,4.83,0,1,0,1,1,1,0,1,0,1.5,7.14,4.11,4.89,0,0,999,sa580423
Brandon Mann,Rangers,0,0,4.74,0,1,0,1,1,1,0,1,0,1.49,8.04,4.42,4.89,0,0,999,sa202622
Dillon McNamara,Giants,0,0,4.68,0,1,0,1,1,1,0,1,0,1.5,6.51,4.3,4.9,0,0,999,sa738389
Mark Lowe,,0,0,4.77,0,1,0,1,1,1,0,1,0,1.44,7.76,3.83,4.9,0,0,999,7416
Michael Mader,Braves,0,0,4.72,0,1,0,1,1,1,0,1,0,1.52,7.34,4.45,4.9,0,0,999,sa828804
Jeff Locke,,0,0,4.83,0,0,0,1,1,1,0,1,0,1.47,6.23,3.29,4.9,0,0,999,2929
Carlos Navas,,0,0,4.75,0,1,0,1,1,1,0,1,0,1.41,8.01,3.86,4.9,0,0,999,sa550615
Chris Huffman,Padres,0,0,4.77,0,0,0,1,1,1,0,1,0,1.4,6.39,3.02,4.9,0,0,999,sa709509
Sam Holland,,0,0,4.78,0,1,0,1,1,1,0,1,0,1.48,7.06,3.97,4.9,0,0,999,sa739649
David Speer,Indians,0,0,4.67,0,1,0,1,1,1,0,1,0,1.47,6.53,3.71,4.9,0,0,999,sa827385
Kraig Sitton,,0,0,4.74,0,1,0,1,1,1,0,1,0,1.42,6.54,3.11,4.9,0,0,999,sa501975
Kevin Munson,,0,0,4.78,0,1,0,1,1,1,0,1,1,1.51,8.59,4.91,4.9,0,0,999,sa526289
Pedro Avila,Padres,0,0,4.81,0,0,0,1,1,1,0,1,0,1.51,7.49,4.44,4.9,0,0,999,sa872768
Chris Mazza,Marlins,0,0,4.81,0,0,0,1,1,1,0,1,0,1.49,5.37,3.39,4.9,0,0,999,sa599371
Jon Kennedy,Braves,0,0,4.74,0,1,0,1,1,1,0,1,0,1.53,6.13,3.95,4.9,0,0,999,sa914407
Nick Masset,Braves,0,0,4.9,0,1,0,1,1,1,0,1,0,1.51,6.88,3.92,4.9,0,0,999,7267
Logan Bawcom,,0,0,4.78,0,1,0,1,1,1,0,1,0,1.45,7.86,4.04,4.9,0,0,999,sa549287
Sean Marshall,,0,0,4.69,0,1,0,1,1,1,0,1,0,1.53,6.82,4.35,4.9,0,0,999,5905
Jason Motte,Cardinals,0,1,4.95,0,10,0,10,11,6,2,8,4,1.45,7.31,3.61,4.9,0,-0.1,999,5861
Wandy Rodriguez,,0,0,4.87,0,0,0,1,1,1,0,1,0,1.42,7.31,3.29,4.91,0,0,999,2586
Logan Darnell,Nationals,0,0,4.74,0,0,0,1,1,1,0,1,0,1.44,6.01,3.09,4.91,0,0,999,11261
Edwin Fierro,Rays,0,0,4.75,0,0,0,1,1,1,0,1,0,1.46,6.07,3.44,4.91,0,0,999,sa652170
Daniel Gibson,Diamondbacks,0,0,4.75,0,1,0,1,1,1,0,1,1,1.55,7.6,4.91,4.91,0,0,999,sa549733
Simon Mercedes,Red Sox,0,0,4.77,0,1,0,1,1,1,0,1,1,1.55,6.9,4.68,4.91,0,0,999,sa701535
Kyle McPherson,Rays,0,0,4.75,0,1,0,1,1,1,0,1,0,1.42,7.48,3.67,4.91,0,0,999,5009
Elliot Morris,,0,0,4.79,0,1,0,1,1,1,0,1,0,1.44,7.25,3.71,4.91,0,0,999,sa737798
Jose Urena,Marlins,8,12,4.88,29,29,0,169,180,92,24,123,67,1.46,6.54,3.54,4.91,0.9,0.7,420,11589
Alex Winkelman,Astros,0,0,4.74,0,0,0,1,1,1,0,1,0,1.5,7.01,4.15,4.91,0,0,999,sa874113
Chad Jenkins,,0,0,4.81,0,1,0,1,1,1,0,1,0,1.47,6.29,3.47,4.91,0,0,999,10326
Nabil Crismatt,Mets,0,0,4.83,0,0,0,1,1,1,0,1,0,1.38,7.02,3.01,4.91,0,0,999,sa657397
Dustin McGowan,Rays,0,0,4.67,0,1,0,1,1,1,0,1,0,1.47,7.42,4.2,4.91,0,0,999,8600
Jeff Singer,Phillies,0,0,4.62,0,1,0,1,1,1,0,1,1,1.52,9.17,5.31,4.91,0,0,999,sa919323
Burke Badenhop,,0,0,4.85,0,1,0,1,1,1,0,1,0,1.51,5.53,3.36,4.91,0,0,999,9736
Kyle Lobstein,,0,0,4.67,0,1,0,1,1,1,0,1,0,1.5,6.5,3.98,4.91,0,0,999,9178
Tate Scioneaux,Pirates,0,0,4.95,0,1,0,1,1,1,0,1,0,1.41,7.41,3.23,4.91,0,0,999,sa857686
Matt Summers,Twins,0,0,4.88,0,1,0,1,1,1,0,1,0,1.48,6.83,3.68,4.91,0,0,999,sa546755
Garrett Cleavinger,Phillies,0,0,4.55,0,1,0,1,1,1,0,1,1,1.53,8.91,5.38,4.91,0,0,999,sa827423
Preston Gainey,Brewers,0,0,4.86,0,1,0,1,1,1,0,1,1,1.54,8.72,5.08,4.92,0,0,999,sa658177
Myles Jaye,Twins,0,0,4.88,0,1,0,1,1,1,0,1,0,1.44,6.25,3.15,4.92,0,0,999,11769
Devin Smeltzer,Dodgers,0,0,4.65,0,0,0,1,1,1,0,1,0,1.43,6.74,3.51,4.92,0,0,999,sa829638
Chris Young,Padres,0,0,4.85,0,1,0,1,1,1,0,1,0,1.37,8.19,3.49,4.92,0,0,999,3196
Andre Rienzo,,0,0,4.82,0,1,0,1,1,1,0,1,1,1.52,7.96,4.63,4.92,0,0,999,3507
Raynel Espinal,Yankees,0,0,4.77,0,1,0,1,1,1,0,1,0,1.36,8.14,3.23,4.92,0,0,999,sa737238
Dennis O'Grady,Padres,0,0,4.83,0,0,0,1,1,1,0,1,0,1.47,6.88,3.77,4.92,0,0,999,sa546796
Chris Paddack,Padres,0,0,4.81,0,0,0,1,1,1,0,1,0,1.49,7.1,4.18,4.92,0,0,999,sa875195
Ryan Borucki,Blue Jays,2,2,4.75,6,6,0,37,39,20,6,27,14,1.42,6.7,3.39,4.92,0.3,0.3,999,sa658266
J.D. Hammer,Phillies,0,0,4.71,0,1,0,1,1,1,0,1,1,1.53,8.62,5.17,4.92,0,0,999,sa874170
Geoff Broussard,,0,0,4.8,0,1,0,1,1,1,0,1,0,1.42,7.78,3.74,4.92,0,0,999,sa658572
Edgmer Escalona,,0,0,4.8,0,1,0,1,1,1,0,1,0,1.42,5.83,2.85,4.92,0,0,999,8574
Drew VerHagen,Tigers,2,3,4.85,0,55,1,55,59,30,8,41,22,1.48,6.64,3.64,4.92,-0.1,-0.1,999,13424
Michael Lee,,0,0,4.92,0,0,0,1,1,1,0,1,0,1.42,6.1,2.84,4.92,0,0,999,sa328306
Kyle Winkler,,0,0,4.79,0,1,0,1,1,1,0,1,1,1.5,7.88,4.55,4.92,0,0,999,sa526575
Carlos Portuondo,,0,0,4.83,0,1,0,1,1,1,0,1,0,1.48,7.5,4.07,4.92,0,0,999,sa910266
Warwick Saupold,Tigers,2,2,4.84,0,35,0,35,37,19,5,26,14,1.47,6.78,3.65,4.92,-0.1,0,999,13211
Jeremy Kehrt,,0,0,4.88,0,0,0,1,1,1,0,1,0,1.49,5.72,3.32,4.92,0,0,999,sa455400
Chad Rogers,,0,0,4.87,0,1,0,1,1,1,0,1,0,1.45,7.78,3.93,4.92,0,0,999,sa549784
Michael O'Neal,Brewers,0,0,4.82,0,1,0,1,1,1,0,1,0,1.49,7.65,4.11,4.92,0,0,999,sa914643
Jared Mortensen,,0,0,4.78,0,1,0,1,1,1,0,1,1,1.48,8.38,4.63,4.92,0,0,999,sa753432
Stephen Fife,Indians,0,0,4.86,0,0,0,1,1,1,0,1,0,1.44,6.19,3.11,4.92,0,0,999,8077
Sean Isaac,Angels,0,0,4.61,0,1,0,1,1,1,0,1,1,1.46,8.4,4.73,4.92,0,0,999,sa918944
Barry Enright,Angels,0,0,4.69,0,0,0,1,1,1,0,1,0,1.33,5.59,2.13,4.92,0,0,999,2412
Matthew Tracy,Blue Jays,0,0,4.74,0,1,0,1,1,1,0,1,0,1.44,6.84,3.57,4.93,0,0,999,12240
Brett Lee,,0,0,4.7,0,1,0,1,1,1,0,1,0,1.5,6.08,3.8,4.93,0,0,999,sa503344
Josh Uhen,Brewers,0,0,4.84,0,1,0,1,1,1,0,1,0,1.5,7.33,4.2,4.93,0,0,999,sa737825
Jarret Martin,Athletics,0,0,4.68,0,1,0,1,1,1,0,1,1,1.58,7.89,5.42,4.93,0,0,999,sa455420
Brad Penny,Blue Jays,0,0,4.97,0,0,0,1,1,1,0,1,0,1.46,5.51,2.88,4.93,0,0,999,535
Austin Kubitza,,0,0,4.78,0,1,0,1,1,1,0,1,0,1.56,6.06,4.34,4.93,0,0,999,sa548355
J.T. Brubaker,Pirates,0,0,5.02,0,0,0,1,1,1,0,1,0,1.51,6.56,3.78,4.93,0,0,999,sa875176
Matt Buschmann,Blue Jays,0,0,4.83,0,1,0,1,1,1,0,1,0,1.41,7,3.3,4.93,0,0,999,3832
Ivan Hernandez,,0,0,4.81,0,1,0,1,1,1,0,1,0,1.53,6.42,4.13,4.93,0,0,999,sa550634
Burch Smith,Royals,2,2,4.88,0,35,0,35,35,19,6,31,16,1.44,8.05,4.06,4.93,-0.2,0,709.1,12784
Paul Blackburn,Athletics,5,6,4.98,16,16,0,93,107,51,13,53,33,1.5,5.14,3.16,4.93,0.6,0.4,677.3,14739
Jose Lopez,Reds,0,0,4.81,0,0,0,1,1,1,0,1,0,1.43,7.82,3.86,4.93,0,0,706,sa709715
Terance Marin,,0,0,4.87,0,0,0,1,1,1,0,1,0,1.48,5.52,3.21,4.93,0,0,999,sa556821
Kyle Bartsch,Royals,0,0,4.78,0,1,0,1,1,1,0,1,0,1.5,6.5,3.92,4.93,0,0,999,sa737840
Aaron Thompson,,0,0,4.78,0,1,0,1,1,1,0,1,0,1.46,6.84,3.65,4.93,0,0,999,999
Nestor Molina,Cardinals,0,0,4.9,0,0,0,1,1,1,0,1,0,1.46,6.03,3.29,4.93,0,0,999,sa503616
Deunte Heath,,0,0,4.82,0,1,0,1,1,1,0,1,0,1.48,8.08,4.42,4.93,0,0,999,7371
Steven Hensley,,0,0,4.88,0,1,0,1,1,1,0,1,0,1.45,7.7,3.85,4.93,0,0,999,sa454531
Juan Grullon,,0,0,4.72,0,1,0,1,1,1,0,1,0,1.47,7.83,4.24,4.93,0,0,999,sa503590
Sean Donatello,,0,0,4.83,0,1,0,1,1,1,0,1,0,1.45,6.81,3.56,4.93,0,0,999,sa599283
Yankory Pimentel,Red Sox,0,0,4.86,0,1,0,1,1,1,0,1,0,1.5,7.42,4.33,4.93,0,0,999,sa659446
Conor Lillis-White,Angels,0,0,4.51,0,1,0,1,1,1,0,1,1,1.47,8.51,4.94,4.93,0,0,999,sa876096
Alejandro Chacin,,0,0,4.76,0,1,0,1,1,1,0,1,0,1.47,7.71,4.24,4.93,0,0,999,13530
Kyle Martin,Red Sox,0,0,4.79,0,1,0,1,1,1,0,1,0,1.45,7.66,4.15,4.94,0,0,999,14860
Michael Kopech,White Sox,4,6,4.76,15,15,0,83,75,44,13,89,48,1.48,9.62,5.19,4.94,0.6,0.7,316.1,sa828680
David Aardsma,,0,0,4.86,0,1,0,1,1,1,0,1,0,1.43,8.69,4.18,4.94,0,0,999,1902
Ralston Cash,Orioles,0,0,4.79,0,1,0,1,1,1,0,1,1,1.48,8.56,4.54,4.94,0,0,999,sa548277
Matt Swarmer,Cubs,0,0,4.84,0,0,0,1,1,1,0,1,0,1.4,7.29,3.38,4.94,0,0,999,sa918458
Duke von Schamann,,0,0,4.96,0,0,0,1,1,1,0,1,0,1.42,6.91,3.15,4.94,0,0,999,sa658267
Joe Wieland,,0,0,4.93,0,0,0,1,1,1,0,1,0,1.41,6.93,3.06,4.94,0,0,999,6109
Daniel Camarena,Cubs,0,0,4.72,0,0,0,1,1,1,0,1,0,1.4,6.13,2.94,4.94,0,0,999,sa599205
Gabe Speier,Diamondbacks,0,0,4.82,0,1,0,1,1,1,0,1,1,1.56,6.75,4.52,4.94,0,0,999,sa738213
Chad Smith,,0,0,4.84,0,1,0,1,1,1,0,1,0,1.48,7.06,3.94,4.94,0,0,999,13604
Yohan Pino,,0,0,4.86,0,1,0,1,1,1,0,1,0,1.32,7.31,2.47,4.94,0,0,999,6955
Ryan Meisinger,Orioles,0,0,4.84,0,1,0,1,1,1,0,1,0,1.45,7.88,3.92,4.94,0,0,999,sa875592
Andres Avila,Athletics,0,0,4.85,0,1,0,1,1,1,0,1,0,1.42,7.43,3.64,4.94,0,0,999,sa541874
Jordan Shipers,Mariners,0,0,4.68,0,1,0,1,1,1,0,1,0,1.48,7.56,4.31,4.94,0,0,999,sa549254
David Perez,,0,0,4.78,0,1,0,1,1,1,0,1,1,1.49,8.04,4.55,4.94,0,0,999,sa548117
Josh Collmenter,,0,0,4.84,0,1,0,1,1,1,0,1,0,1.36,6.89,2.69,4.94,0,0,999,7312
Trevor Bettencourt,Phillies,0,0,4.79,0,1,0,1,1,1,0,1,1,1.53,7.89,4.77,4.94,0,0,999,sa918556
Jerome Williams,,0,0,4.94,0,1,0,1,1,1,0,1,0,1.43,6.1,2.71,4.94,0,0,999,1137
D.J. Johnson,Rockies,0,0,4.97,0,1,0,1,1,1,0,1,0,1.56,7.15,4.5,4.94,0,0,999,sa553075
Kyle Haynes,,0,0,4.91,0,0,0,1,1,1,0,1,0,1.51,6.76,3.99,4.94,0,0,999,sa658506
Yimmi Brasoban,,0,0,4.76,0,1,0,1,1,1,0,1,1,1.52,7.68,4.7,4.94,0,0,999,sa598120
Stephen Kohlscheen,,0,0,4.86,0,1,0,1,1,1,0,1,0,1.42,7.95,3.74,4.95,0,0,999,sa502700
Henry Owens,Dodgers,0,0,4.4,0,10,0,10,8,5,1,11,6,1.46,9.46,5.52,4.95,-0.1,0,999,13143
Pedro Fernandez,Royals,0,0,4.82,0,1,0,1,1,1,0,1,0,1.42,7.01,3.56,4.95,0,0,999,sa657697
Williams Jerez,Red Sox,0,0,4.75,0,10,0,10,10,5,1,8,5,1.5,7.16,4.37,4.95,0,0,999,sa597797
Jon Fitzsimmons,,0,0,4.84,0,1,0,1,1,1,0,1,1,1.5,8.02,4.54,4.95,0,0,999,sa742508
Keith Hessler,Rockies,0,0,4.94,0,1,0,1,1,1,0,1,0,1.54,7.64,4.42,4.95,0,0,999,12220
Cody Wheeler,,0,0,4.69,0,1,0,1,1,1,0,1,1,1.53,8.06,5,4.95,0,0,999,sa548334
Brandon Barker,Marlins,0,0,4.84,0,0,0,1,1,1,0,1,0,1.45,6.49,3.6,4.95,0,0,999,sa829237
Aaron Wilkerson,Brewers,0,1,4.93,2,2,0,9,9,5,2,8,3,1.36,7.93,3.04,4.95,0.1,0.1,697.7,16904
Glen Perkins,,0,0,4.79,0,1,0,1,1,1,0,1,0,1.41,7.01,3.24,4.95,0,0,676.3,8041
Hisashi Iwakuma,Mariners,3,4,4.93,10,10,0,56,63,31,10,39,15,1.38,6.16,2.37,4.95,0.3,0.2,670.9,13048
Chris Flexen,Mets,0,1,4.88,2,2,0,9,9,5,1,7,4,1.5,7.12,4.1,4.95,0.1,0,718.3,13896
Stephen Tarpley,Yankees,0,0,4.65,0,1,0,1,1,1,0,1,0,1.46,7.49,3.98,4.95,0,0,999,sa598104
Randy Fontanez,,0,0,4.93,0,0,0,1,1,1,0,1,0,1.47,7.06,3.7,4.95,0,0,999,sa549664
Albert Minnis,Astros,0,0,4.73,0,1,0,1,1,1,0,1,0,1.54,6.74,4.36,4.95,0,0,999,sa549930
Vin Mazzaro,,0,0,4.83,0,1,0,1,1,1,0,1,0,1.5,6.7,3.95,4.95,0,0,999,5231
Adam Bray,Dodgers,0,0,4.79,0,0,0,1,1,1,0,1,0,1.35,6.59,2.6,4.95,0,0,999,sa876116
James Reeves,Yankees,0,0,4.66,0,1,0,1,1,1,0,1,0,1.39,8.41,3.76,4.95,0,0,999,sa875266
Chad Girodo,Blue Jays,0,0,4.75,0,1,0,1,1,1,0,1,0,1.49,6.11,3.69,4.95,0,0,999,15542
Vance Worley,Reds,2,3,4.92,5,20,0,41,46,23,6,29,15,1.46,6.3,3.2,4.95,0.1,0.1,999,6435
David Bednar,Padres,0,0,4.76,0,1,0,1,1,1,0,1,1,1.54,7.94,5.07,4.96,0,0,999,sa915715
Jose Valdespina,,0,0,4.82,0,1,0,1,1,1,0,1,0,1.51,6.34,3.95,4.96,0,0,999,sa597109
Miguel Celestino,,0,0,4.87,0,1,0,1,1,1,0,1,0,1.49,7.37,4.11,4.96,0,0,999,sa504074
Derian Gonzalez,Cardinals,0,1,4.8,0,10,0,10,10,5,1,8,6,1.58,7.2,5.03,4.96,0,-0.1,999,sa737568
Dylan Unsworth,,0,0,4.92,0,0,0,1,1,1,0,1,0,1.37,6,2.34,4.96,0,0,999,sa550449
Dylan Axelrod,,0,0,4.86,0,1,0,1,1,1,0,1,0,1.38,6.64,2.72,4.96,0,0,999,9303
Taylor Hearn,Pirates,0,0,4.89,0,0,0,1,1,1,0,1,1,1.61,7.31,5.15,4.96,0,0,999,sa658531
Mat Latos,,0,0,5,0,0,0,1,1,1,0,1,0,1.46,6.8,3.51,4.96,0,0,999,3815
Chad Bettis,Rockies,8,9,5.21,24,24,0,143,167,83,22,97,48,1.5,6.09,2.99,4.96,1.4,1.4,644,10587
Anthony Fernandez,,0,0,4.86,0,0,0,1,1,1,0,1,0,1.42,6.9,3.17,4.96,0,0,999,sa503582
Luis Perez,Indians,0,0,4.7,0,1,0,1,1,1,0,1,0,1.49,7.24,4.22,4.96,0,0,999,6389
Carlos Torres,Indians,0,0,4.86,0,1,0,1,1,1,0,1,0,1.46,7.37,3.84,4.96,0,0,999,7624
Rob Scahill,White Sox,0,0,4.83,0,1,0,1,1,1,0,1,0,1.51,6.46,3.79,4.96,0,0,999,9286
Grady Wood,,0,0,4.82,0,1,0,1,1,1,0,1,0,1.51,7.08,4.25,4.96,0,0,999,sa658143
Donovan Hand,,0,0,4.91,0,1,0,1,1,1,0,1,0,1.39,6.12,2.51,4.96,0,0,999,8728
Daniel Burawa,,0,0,4.81,0,1,0,1,1,1,0,1,1,1.56,7.7,5.04,4.96,0,0,999,11397
Jonathan Joseph,,0,0,4.93,0,1,0,1,1,1,0,1,0,1.41,7.23,3.28,4.96,0,0,999,sa393045
Terry Doyle,,0,0,4.94,0,0,0,1,1,1,0,1,0,1.38,6.08,2.38,4.96,0,0,999,sa392100
Parker Frazier,Phillies,0,0,4.93,0,0,0,1,1,1,0,1,0,1.51,6.22,3.61,4.96,0,0,999,sa390238
Brian Wilson,,0,0,4.82,0,1,0,1,1,1,0,1,1,1.51,8.08,4.75,4.96,0,0,999,6485
Jerad Eickhoff,Phillies,7,10,4.94,24,24,0,140,146,77,26,119,46,1.37,7.65,2.96,4.96,1.1,0.7,367,12664
Tyler Alexander,Tigers,0,0,4.88,0,0,0,1,1,1,0,1,0,1.38,5.83,2.34,4.96,0,0,999,sa738285
Andrew Edwards,Royals,0,0,4.82,0,1,0,1,1,1,0,1,1,1.51,7.63,4.64,4.96,0,0,999,sa738219
Lucas Long,Orioles,0,0,4.92,0,0,0,1,1,1,0,1,0,1.46,5.94,3.04,4.97,0,0,999,sa827466
Wilmer Torres,Padres,0,0,4.79,0,1,0,1,1,1,0,1,1,1.52,8.07,4.96,4.97,0,0,999,sa879448
Austin Coley,Pirates,0,0,5.05,0,0,0,1,1,1,0,1,0,1.45,6.1,2.98,4.97,0,0,999,sa738368
Jesus Pirela,Rangers,0,0,4.95,0,1,0,1,1,1,0,1,0,1.48,7.62,4.04,4.97,0,0,999,sa504880
Tyler Clippard,Blue Jays,2,2,4.8,0,35,0,35,33,19,6,35,16,1.38,8.89,4.05,4.97,-0.1,0,732.5,5640
Sean Hagan,,0,0,4.78,0,1,0,1,1,1,0,1,0,1.5,6.98,4.11,4.97,0,0,999,sa621635
Ty Buttrey,Red Sox,1,1,4.85,0,15,0,15,15,8,2,12,8,1.54,7.34,4.72,4.97,-0.1,0,999,sa657997
Tyler Kinley,Twins,2,2,4.9,0,35,0,35,35,19,5,30,17,1.5,7.83,4.42,4.97,-0.1,0,999,sa738149
Luke Leftwich,Phillies,0,0,4.83,0,1,0,1,1,1,0,1,0,1.47,8.29,4.32,4.97,0,0,999,sa857567
Josh Beckett,,0,0,5.05,0,0,0,1,1,1,0,1,0,1.42,7.72,3.44,4.97,0,0,999,510
Tanner Scott,Orioles,1,1,4.64,2,2,0,9,8,5,1,10,7,1.63,9.41,6.5,4.97,0.1,0.1,691.3,17586
Gregory Infante,White Sox,2,2,4.83,0,40,0,40,39,21,6,38,21,1.49,8.55,4.68,4.97,-0.1,-0.1,642.1,9119
Adam Wilk,Indians,0,0,4.77,0,1,0,1,1,1,0,1,0,1.36,6.48,2.63,4.97,0,0,999,8421
Alex Burgos,,0,0,4.74,0,1,0,1,1,1,0,1,0,1.52,7.32,4.49,4.97,0,0,999,sa548431
Jake Brentz,Pirates,0,0,4.81,0,1,0,1,1,1,0,1,1,1.63,8.35,5.8,4.97,0,0,999,sa737925
Henderson Alvarez,,0,0,4.97,0,0,0,1,1,1,0,1,0,1.48,5.15,2.9,4.97,0,0,999,5669
John Kuchno,,0,0,4.86,0,1,0,1,1,1,0,1,0,1.52,6.13,3.83,4.97,0,0,999,sa658331
David Hurlbut,Rangers,0,0,4.9,0,0,0,1,1,1,0,1,0,1.44,5.62,2.82,4.97,0,0,999,sa503067
Rookie Davis,Reds,2,3,4.84,6,16,0,45,46,24,8,37,16,1.37,7.28,3.11,4.97,0.2,0.2,999,14962
Williams Perez,,0,0,4.96,0,0,0,1,1,1,0,1,0,1.5,6.57,3.81,4.97,0,0,999,11592
Branden Pinder,Angels,0,0,4.66,0,1,0,1,1,1,0,1,0,1.42,7.91,4.1,4.97,0,0,999,12093
Lance Lynn,Twins,8,9,4.96,26,26,0,147,155,81,23,117,60,1.46,7.16,3.65,4.97,1,1.1,225.8,2520
Edwin Escobar,,0,0,4.75,0,1,0,1,1,1,0,1,0,1.44,7.29,3.83,4.98,0,0,999,10337
Seth Varner,Reds,0,0,4.81,0,0,0,1,1,1,0,1,0,1.38,6.32,2.66,4.98,0,0,999,sa829168
Eric Hanhold,Mets,0,0,4.83,0,1,0,1,1,1,0,1,0,1.57,6.1,4.35,4.98,0,0,999,sa658986
Junior Lopez,,0,0,4.89,0,1,0,1,1,1,0,1,0,1.5,6.86,3.96,4.98,0,0,999,sa830366
Clayton Blackburn,Rangers,1,1,5.05,3,3,0,18,20,10,3,13,7,1.46,6.44,3.2,4.98,0.1,0.1,999,sa598302
Erik Johnson,Padres,0,0,4.9,0,0,0,1,1,1,0,1,0,1.43,7.23,3.5,4.98,0,0,999,12520
D.J. Baxendale,Twins,0,0,4.96,0,1,0,1,1,1,0,1,0,1.43,6.37,3,4.98,0,0,999,sa577014
David Sosebee,Yankees,0,0,4.78,0,1,0,1,1,1,0,1,0,1.49,7.48,4.22,4.98,0,0,999,sa602907
Brock Huntzinger,,0,0,4.82,0,1,0,1,1,1,0,1,1,1.5,7.98,4.65,4.98,0,0,999,sa390376
Kyle Schepel,,0,0,4.85,0,1,0,1,1,1,0,1,1,1.5,8.42,4.77,4.98,0,0,999,sa731235
Michael Rucker,Cubs,0,0,4.85,0,0,0,1,1,1,0,1,0,1.46,6.86,3.77,4.98,0,0,999,sa919117
Arik Sikula,,0,0,4.91,0,1,0,1,1,1,0,1,0,1.45,7.42,3.76,4.98,0,0,999,sa579472
Jake Thompson,Phillies,2,2,4.89,2,27,0,34,36,19,6,28,13,1.43,7.43,3.45,4.98,0,-0.1,704.8,14371
Josh Roenicke,Twins,0,0,4.87,0,1,0,1,1,1,0,1,0,1.43,6.33,3.11,4.98,0,0,999,3241
Josh Hodges,,0,0,4.91,0,1,0,1,1,1,0,1,0,1.49,7.35,4.13,4.98,0,0,999,sa501515
Mike Gibbons,Mets,0,0,4.97,0,0,0,1,1,1,0,1,0,1.48,6.54,3.55,4.98,0,0,999,sa876538
Jake Kalish,Royals,0,0,4.88,0,0,0,1,1,1,0,1,0,1.45,6.1,3.27,4.98,0,0,999,sa709032
Felix Jorge,Twins,1,1,4.96,2,12,0,19,21,11,3,12,6,1.41,5.86,2.63,4.98,0,0.1,999,14532
Jordan Yamamoto,Marlins,0,0,4.92,0,0,0,1,1,1,0,1,0,1.5,6.68,3.98,4.98,0,0,999,sa829040
Carlos Hernandez,Rockies,0,0,5.06,0,0,0,1,1,1,0,1,0,1.44,5.56,2.36,4.98,0,0,999,sa393410
Ariel Pena,Brewers,0,0,4.89,0,1,0,1,1,1,0,1,1,1.48,8.69,4.61,4.98,0,0,999,10240
Jordan Johnson,Giants,0,0,4.87,0,0,0,1,1,1,0,1,0,1.47,6.59,3.87,4.99,0,0,999,sa602658
Sandy Baez,Tigers,0,1,4.89,0,10,0,10,10,5,2,8,4,1.4,7.32,3.31,4.99,0,0,999,sa657709
Kevin Hill,Astros,0,0,4.88,0,1,0,1,1,1,0,1,0,1.47,7.3,3.89,4.99,0,0,999,sa918587
Dale Thayer,,0,0,4.98,0,1,0,1,1,1,0,1,0,1.44,7.3,3.47,4.99,0,0,999,5032
Jake Reed,Twins,0,0,4.87,0,1,0,1,1,1,0,1,0,1.49,7.4,4.18,4.99,0,0,999,sa599532
Troy Neiman,,0,0,4.83,0,1,0,1,1,1,0,1,0,1.46,7.59,4.07,4.99,0,0,999,sa743088
Brett McKinney,Pirates,0,0,4.94,0,1,0,1,1,1,0,1,0,1.48,7.81,4.22,4.99,0,0,999,sa738242
Jared Burton,,0,0,4.89,0,1,0,1,1,1,0,1,0,1.46,7.42,4.02,4.99,0,0,999,8346
